date,open,high,low,mstr
2023-03-27 18:00:00,238.85,243.58,238.115,242.905
2023-03-27 19:00:00,242.905,243.71,238.605,238.95
2023-03-28 14:00:00,234.35,237.06,232.8,233.395
2023-03-28 15:00:00,233.105,239.775,233.105,237.84
2023-03-28 16:00:00,240.16,240.27,237.6,239.1
2023-03-28 17:00:00,239.1,240.06,238.48,238.95
2023-03-28 18:00:00,238.95,244.87,238.95,244.2
2023-03-28 19:00:00,245.44,248.35,244.33,247.48
2023-03-29 14:00:00,267.95,274.0,266.14,268.43
2023-03-29 15:00:00,268.43,274.24,267.34,273.38
2023-03-29 16:00:00,273.38,274.51,270.41,270.41
2023-03-29 17:00:00,270.4,274.43,269.63,274.42
2023-03-29 18:00:00,274.42,281.41,274.42,279.925
2023-03-29 19:00:00,279.925,285.36,279.345,284.68
2023-03-30 14:00:00,283.05,283.925,276.94,280.22
2023-03-30 15:00:00,281.23,284.29,277.89,278.08
2023-03-30 16:00:00,278.08,279.26,274.79,279.055
2023-03-30 17:00:00,279.13,281.67,276.0,276.395
2023-03-30 18:00:00,276.395,278.68,276.065,278.68
2023-03-30 19:00:00,278.07,280.11,277.87,279.15
2023-03-31 14:00:00,283.86,293.24,282.94,292.09
2023-03-31 15:00:00,292.26,294.19,289.42,289.905
2023-03-31 16:00:00,289.905,291.08,287.4,287.4
2023-03-31 17:00:00,288.085,288.305,285.97,286.945
2023-03-31 18:00:00,286.945,294.53,286.945,293.95
2023-03-31 19:00:00,293.95,295.15,290.03,292.39
2023-04-03 14:00:00,293.55,296.4,288.82,290.81
2023-04-03 15:00:00,289.38,297.87,289.38,291.67
2023-04-03 16:00:00,291.67,293.42,289.34,289.34
2023-04-03 17:00:00,289.48,291.84,288.98,290.23
2023-04-03 18:00:00,290.23,295.21,290.23,295.05
2023-04-03 19:00:00,295.05,298.36,295.05,297.48
2023-04-04 14:00:00,296.5,298.03,288.53,289.29
2023-04-04 15:00:00,289.29,289.555,286.11,288.69
2023-04-04 16:00:00,288.68,292.57,286.63,292.57
2023-04-04 17:00:00,292.3,300.0,291.92,299.87
2023-04-04 18:00:00,300.17,300.735,296.03,296.03
2023-04-04 19:00:00,295.79,300.1,295.23,299.02
2023-04-05 14:00:00,299.075,301.41,292.51,292.7
2023-04-05 15:00:00,292.88,293.66,289.0,293.0
2023-04-05 16:00:00,293.09,293.17,284.06,285.32
2023-04-05 17:00:00,285.32,288.59,284.06,287.94
2023-04-05 18:00:00,287.84,288.72,286.68,287.99
2023-04-05 19:00:00,287.99,293.35,286.55,290.77
2023-04-06 14:00:00,280.405,284.13,279.94,283.34
2023-04-06 15:00:00,283.34,293.24,283.34,291.73
2023-04-06 16:00:00,291.73,295.055,291.71,291.845
2023-04-06 17:00:00,291.845,294.68,291.845,293.17
2023-04-06 18:00:00,293.2,293.87,291.5,291.5
2023-04-06 19:00:00,291.5,292.53,290.2,290.53
2023-04-10 14:00:00,287.99,291.58,286.42,288.77
2023-04-10 15:00:00,289.33,296.07,289.33,291.62
