date,open,high,low,mstr
2025-05-08 14:00:00,405.86,409.81,404.92,407.24
2025-05-08 15:00:00,406.875,422.0,405.8,418.52
2025-05-08 16:00:00,417.71,422.93,417.53,421.74
2025-05-08 17:00:00,421.66,422.21,416.55,418.75
2025-05-08 18:00:00,418.85,420.065,418.15,419.265
2025-05-08 19:00:00,419.1,419.1,413.45,414.56
2025-05-09 14:00:00,426.365,427.29,412.88,416.45
2025-05-09 15:00:00,416.585,416.97,406.37,411.185
2025-05-09 16:00:00,411.465,411.465,406.63,407.125
2025-05-09 17:00:00,407.0,416.3,406.55,414.36
2025-05-09 18:00:00,414.36,415.23,410.57,414.16
2025-05-09 19:00:00,414.16,416.41,411.12,416.01
2025-05-12 14:00:00,414.81,415.14,401.38,407.45
2025-05-12 15:00:00,407.545,410.24,406.8,407.1
2025-05-12 16:00:00,406.85,409.205,404.61,404.61
2025-05-12 17:00:00,404.59,411.44,404.43,407.5
2025-05-12 18:00:00,407.56,408.27,400.84,403.665
2025-05-12 19:00:00,403.575,410.18,403.46,404.88
2025-05-13 14:00:00,407.0,409.29,404.39,406.77
2025-05-13 15:00:00,406.61,411.18,406.28,410.78
2025-05-13 16:00:00,410.14,419.43,410.11,414.01
2025-05-13 17:00:00,414.48,418.16,414.48,417.21
2025-05-13 18:00:00,417.2,420.64,416.55,420.45
2025-05-13 19:00:00,420.36,422.52,418.96,421.79
2025-05-14 14:00:00,422.91,423.77,415.55,417.07
2025-05-14 15:00:00,417.05,420.41,415.875,418.73
2025-05-14 16:00:00,418.65,419.67,414.1,415.635
2025-05-14 17:00:00,415.67,415.94,409.305,414.135
2025-05-14 18:00:00,414.57,415.65,413.37,415.61
2025-05-14 19:00:00,415.79,418.545,415.16,416.57
2025-05-15 14:00:00,407.85,409.86,394.71,400.38
2025-05-15 15:00:00,400.36,406.08,398.95,406.08
2025-05-15 16:00:00,406.155,407.72,402.57,407.625
2025-05-15 17:00:00,407.19,407.59,405.37,405.725
2025-05-15 18:00:00,405.58,405.58,395.485,395.485
2025-05-15 19:00:00,395.37,400.485,394.15,397.09
2025-05-16 14:00:00,391.37,398.0,389.23,396.76
2025-05-16 15:00:00,396.86,403.17,396.86,400.465
2025-05-16 16:00:00,400.655,404.21,400.655,403.99
2025-05-16 17:00:00,404.475,408.33,403.13,404.79
2025-05-16 18:00:00,404.88,405.85,403.36,403.36
2025-05-16 19:00:00,403.08,403.08,397.71,399.88
2025-05-19 14:00:00,400.935,409.4,399.37,407.53
2025-05-19 15:00:00,407.375,410.06,405.93,409.55
2025-05-19 16:00:00,409.69,413.61,406.38,413.45
2025-05-19 17:00:00,413.5,414.5,409.84,412.06
2025-05-19 18:00:00,412.06,413.59,408.61,411.38
2025-05-19 19:00:00,411.15,413.88,408.62,413.45
2025-05-20 14:00:00,411.32,413.98,408.04,408.59
2025-05-20 15:00:00,408.41,414.21,407.825,413.275
2025-05-20 16:00:00,413.175,413.965,411.81,412.09
2025-05-20 17:00:00,411.97,416.21,411.73,415.24
2025-05-20 18:00:00,415.48,416.47,406.72,407.4
2025-05-20 19:00:00,406.57,417.78,406.17,417.65
2025-05-21 14:00:00,415.23,420.82,411.4,420.34
2025-05-21 15:00:00,420.605,423.285,415.17,415.22
2025-05-21 16:00:00,415.39,419.86,415.0,415.73
2025-05-21 17:00:00,415.8,416.85,397.03,399.22
2025-05-21 18:00:00,399.48,401.88,395.72,398.64
2025-05-21 19:00:00,398.46,404.885,396.105,402.66
2025-05-22 14:00:00,411.34,413.72,404.4,408.48
2025-05-22 15:00:00,408.56,411.8,404.045,410.29
2025-05-22 16:00:00,410.42,413.02,405.34,406.165
2025-05-22 17:00:00,406.3,408.5,402.46,403.76
2025-05-22 18:00:00,403.47,405.47,401.355,402.86
2025-05-22 19:00:00,402.86,404.36,399.0,399.71
2025-05-23 14:00:00,386.36,388.79,380.71,381.17
2025-05-23 15:00:00,381.51,382.81,368.23,368.26
2025-05-23 16:00:00,368.355,376.58,367.56,374.395
2025-05-23 17:00:00,374.59,381.91,374.55,381.91
2025-05-23 18:00:00,381.77,382.135,374.35,374.44
2025-05-23 19:00:00,374.52,378.94,368.965,369.26
2025-05-27 14:00:00,371.71,373.67,364.3,366.64
2025-05-27 15:00:00,366.59,372.69,365.83,368.8
